date,meeting_date,gardner_inf,gardner_labor,gardner_out,gardner_fin,gardner_mp,gardner_total
2024-11-07,2024-11-07,0.07419207483772247,-0.7398429612958154,0.2115469995962556,0.3674569527005691,-0.29610476839807415,-0.10505097667955544
2024-12-18,2024-12-18,0.056938859056376294,-0.7370433138095593,0.19774165704477706,0.36643781408511106,-0.29531794353270713,-0.12167694367003658
2025-01-29,2025-01-29,0.08219256093248815,0.3965086646187747,0.21697243679285402,0.3654271140117826,-0.29453736075983994,0.36093829313462117
2025-03-19,2025-03-19,0.04501220258893668,0.3049663109691643,0.5189636499321099,0.3644247366010018,-0.2937629379458245,0.49762293918781314
2025-05-07,2025-05-07,0.5244743256707384,-0.18645658348093339,0.5578668843686472,0.36343056818988795,-0.29299459446266163,0.5605452486120451
2025-06-18,2025-06-18,0.08764675162727793,-0.7416612526579722,0.2182219207694674,0.3624444972780158,-0.2922322511526865,-0.09571889507154017
2025-07-30,2025-07-30,0.06633682695040259,-0.7389169469287745,-1.2065655932364476,0.3614664144747839,-0.2914758302942618,-1.0123492671235623
2025-09-17,2025-09-17,0.05973189231617934,-0.1896134196170325,-1.1845706495981325,0.36049621244834096,-0.29072525556844503,-0.7803107367449167
2025-10-29,2025-10-29,0.04117912328434459,-0.21160899509963566,-0.1390219438602543,0.3595337858760158,-0.2899804520265958,-0.13239688310529774
2025-12-10,2025-12-10,0.030314605377413442,-0.22422310823764582,0.18586228486821088,0.3585790313961987,-0.28924134605889396,0.06447940085855719
