model_label,n_obs,r2,adj_r2,aic,bic,f_stat,f_pvalue,oos_rmse_60,oos_rmse_70,oos_rmse_80,oos_rmse_90
Sharpe_press_conferences_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_consensus_ev2.5,118,0.9697,0.968,151.21,170.61,867.5711,0.0,,,0.566648,
Sharpe_press_conferences_wordcount__4e_total_interactions_ev2.5,118,0.9792,0.9771,116.62,149.87,575.7254,0.0,,,0.551576,
Sharpe_press_conferences_wordcount__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4g_novelty_ev2.5,117,0.9684,0.9667,155.06,174.4,844.0269,0.0,,,0.567476,
Sharpe_press_conferences_wordcount__4a_total_sent_ev3.0,118,0.9705,0.9689,147.9,167.29,820.9729,0.0,,,0.554273,
Sharpe_press_conferences_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_consensus_ev3.0,118,0.9697,0.968,151.21,170.61,867.5711,0.0,,,0.566648,
Sharpe_press_conferences_wordcount__4e_total_interactions_ev3.0,118,0.9792,0.9771,116.62,149.87,575.7254,0.0,,,0.551576,
Sharpe_press_conferences_wordcount__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4g_novelty_ev3.0,117,0.9684,0.9667,155.06,174.4,844.0269,0.0,,,0.567476,
Sharpe_press_conferences_zscore__4a_total_sent_ev1.0,118,0.9695,0.9678,151.96,171.35,874.3488,0.0,,,0.565045,
Sharpe_press_conferences_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_consensus_ev1.0,118,0.9721,0.9706,141.37,160.76,917.1538,0.0,,,0.533811,
Sharpe_press_conferences_zscore__4e_total_interactions_ev1.0,118,0.9763,0.9738,132.14,165.39,610.0164,0.0,,,0.550371,
Sharpe_press_conferences_zscore__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4g_novelty_ev1.0,117,0.9684,0.9667,155.13,174.46,835.4319,0.0,,,0.567625,
Sharpe_press_conferences_zscore__4a_total_sent_ev1.5,118,0.9695,0.9678,151.96,171.35,874.3488,0.0,,,0.565045,
Sharpe_press_conferences_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_consensus_ev1.5,118,0.9721,0.9706,141.37,160.76,917.1538,0.0,,,0.533811,
Sharpe_press_conferences_zscore__4e_total_interactions_ev1.5,118,0.9763,0.9738,132.14,165.39,610.0164,0.0,,,0.550371,
Sharpe_press_conferences_zscore__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4g_novelty_ev1.5,117,0.9684,0.9667,155.13,174.46,835.4319,0.0,,,0.567625,
Sharpe_press_conferences_zscore__4a_total_sent_ev2.0,118,0.9695,0.9678,151.96,171.35,874.3488,0.0,,,0.565045,
Sharpe_press_conferences_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_consensus_ev2.0,118,0.9721,0.9706,141.37,160.76,917.1538,0.0,,,0.533811,
Sharpe_press_conferences_zscore__4e_total_interactions_ev2.0,118,0.9763,0.9738,132.14,165.39,610.0164,0.0,,,0.550371,
Sharpe_press_conferences_zscore__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4g_novelty_ev2.0,117,0.9684,0.9667,155.13,174.46,835.4319,0.0,,,0.567625,
Sharpe_press_conferences_zscore__4a_total_sent_ev2.5,118,0.9695,0.9678,151.96,171.35,874.3488,0.0,,,0.565045,
Sharpe_press_conferences_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_consensus_ev2.5,118,0.9721,0.9706,141.37,160.76,917.1538,0.0,,,0.533811,
Sharpe_press_conferences_zscore__4e_total_interactions_ev2.5,118,0.9763,0.9738,132.14,165.39,610.0164,0.0,,,0.550371,
Sharpe_press_conferences_zscore__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4g_novelty_ev2.5,117,0.9684,0.9667,155.13,174.46,835.4319,0.0,,,0.567625,
Sharpe_press_conferences_zscore__4a_total_sent_ev3.0,118,0.9695,0.9678,151.96,171.35,874.3488,0.0,,,0.565045,
Sharpe_press_conferences_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4b_consensus_ev3.0,118,0.9721,0.9706,141.37,160.76,917.1538,0.0,,,0.533811,
Sharpe_press_conferences_zscore__4e_total_interactions_ev3.0,118,0.9763,0.9738,132.14,165.39,610.0164,0.0,,,0.550371,
Sharpe_press_conferences_zscore__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_zscore__4g_novelty_ev3.0,117,0.9684,0.9667,155.13,174.46,835.4319,0.0,,,0.567625,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev1.0,151,0.9705,0.9693,179.3,200.42,981.7703,0.0,,,0.510395,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev1.0,151,0.968,0.9667,191.59,212.71,1009.4171,0.0,,,0.536108,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev1.0,151,0.9749,0.973,164.79,201.0,604.3741,0.0,,,0.490826,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev1.0,150,0.9674,0.966,191.33,212.41,997.8408,0.0,,,0.518211,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev1.5,151,0.9705,0.9693,179.3,200.42,981.7703,0.0,,,0.510395,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev1.5,151,0.968,0.9667,191.59,212.71,1009.4171,0.0,,,0.536108,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev1.5,151,0.9749,0.973,164.79,201.0,604.3741,0.0,,,0.490826,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev1.5,150,0.9674,0.966,191.33,212.41,997.8408,0.0,,,0.518211,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev2.0,151,0.9705,0.9693,179.3,200.42,981.7703,0.0,,,0.510395,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev2.0,151,0.968,0.9667,191.59,212.71,1009.4171,0.0,,,0.536108,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev2.0,151,0.9749,0.973,164.79,201.0,604.3741,0.0,,,0.490826,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev2.0,150,0.9674,0.966,191.33,212.41,997.8408,0.0,,,0.518211,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev2.5,151,0.9705,0.9693,179.3,200.42,981.7703,0.0,,,0.510395,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev2.5,151,0.968,0.9667,191.59,212.71,1009.4171,0.0,,,0.536108,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev2.5,151,0.9749,0.973,164.79,201.0,604.3741,0.0,,,0.490826,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev2.5,150,0.9674,0.966,191.33,212.41,997.8408,0.0,,,0.518211,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev3.0,151,0.9705,0.9693,179.3,200.42,981.7703,0.0,,,0.510395,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev3.0,151,0.968,0.9667,191.59,212.71,1009.4171,0.0,,,0.536108,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev3.0,151,0.9749,0.973,164.79,201.0,604.3741,0.0,,,0.490826,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev3.0,150,0.9674,0.966,191.33,212.41,997.8408,0.0,,,0.518211,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev1.0,151,0.9685,0.9671,189.61,210.73,994.8081,0.0,,,0.524625,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev1.0,151,0.9687,0.9674,188.32,209.44,1020.3005,0.0,,,0.515749,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev1.0,151,0.971,0.9687,186.99,223.2,655.9144,0.0,,,0.521193,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev1.0,150,0.9677,0.9663,189.97,211.04,1008.5586,0.0,,,0.51575,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev1.5,151,0.9685,0.9671,189.61,210.73,994.8081,0.0,,,0.524625,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev1.5,151,0.9687,0.9674,188.32,209.44,1020.3005,0.0,,,0.515749,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev1.5,151,0.971,0.9687,186.99,223.2,655.9144,0.0,,,0.521193,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev1.5,150,0.9677,0.9663,189.97,211.04,1008.5586,0.0,,,0.51575,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev2.0,151,0.9685,0.9671,189.61,210.73,994.8081,0.0,,,0.524625,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev2.0,151,0.9687,0.9674,188.32,209.44,1020.3005,0.0,,,0.515749,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev2.0,151,0.971,0.9687,186.99,223.2,655.9144,0.0,,,0.521193,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev2.0,150,0.9677,0.9663,189.97,211.04,1008.5586,0.0,,,0.51575,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev2.5,151,0.9685,0.9671,189.61,210.73,994.8081,0.0,,,0.524625,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev2.5,151,0.9687,0.9674,188.32,209.44,1020.3005,0.0,,,0.515749,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev2.5,151,0.971,0.9687,186.99,223.2,655.9144,0.0,,,0.521193,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev2.5,150,0.9677,0.9663,189.97,211.04,1008.5586,0.0,,,0.51575,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev3.0,151,0.9685,0.9671,189.61,210.73,994.8081,0.0,,,0.524625,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev3.0,151,0.9687,0.9674,188.32,209.44,1020.3005,0.0,,,0.515749,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev3.0,151,0.971,0.9687,186.99,223.2,655.9144,0.0,,,0.521193,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev3.0,150,0.9677,0.9663,189.97,211.04,1008.5586,0.0,,,0.51575,
