date,meeting_date,doc_type,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2016-12-14,2017-02-01,minutes,0.09172021645416822,-0.67845502691487,0.3256569679867277,0.6855540119565174
2017-02-01,2017-03-15,minutes,1.3161808738612615,-0.45337939846265135,1.4672398106470539,0.7479593279073519
2017-03-15,2017-05-03,minutes,0.5362396901397963,0.2127564224010907,0.45990603587719514,0.006315808179927578
2017-05-03,2017-06-14,minutes,-0.3856659914683614,-0.8992623499259033,-0.07537778397913425,0.807153923988612
2017-06-14,2017-07-26,minutes,-0.9216639511209208,-0.6692908506124228,-0.6866670127998696,0.31708655905394867
2017-07-26,2017-09-20,minutes,-0.8368845167305594,-0.6648238772425102,-0.6053630840009546,0.3515364337015183
2017-09-20,2017-11-01,minutes,-0.2911644606137426,-0.4368784754042462,-0.14034650037984028,0.3060553099889187
2017-11-01,2017-12-13,minutes,-0.9085942978592185,-0.21012296547669915,-0.8346921132499379,-0.2724204786285957
2017-12-13,2018-01-31,minutes,0.027899508880924878,-0.43452595428826946,0.1769537795110538,0.4198880350186406
2018-01-31,2018-03-21,minutes,1.9720752706924218,-0.20601703677226846,2.0402230277765105,0.6888694118981596
2018-03-21,2018-05-02,minutes,-0.7577994518428482,-1.3410149496835118,-0.30372146709616576,1.345062706039358
2018-05-02,2018-06-13,minutes,-0.0600720435855921,0.2601681152072676,-0.14843856603634883,-0.29342277237064285
2018-06-13,2018-08-01,minutes,-0.8326587436508389,0.0316296269611916,-0.843035844720032,-0.5101762927998853
2018-08-01,2018-09-26,minutes,0.4890246370931333,0.03149405099330374,0.47810122590037524,0.14113141600695372
2018-09-26,2018-11-08,minutes,-0.6782387836243007,-0.19796128421314738,-0.6109209651103096,-0.14799396390943842
2018-11-08,2018-12-19,minutes,-0.051444858132355706,-0.6576333885846255,0.1708052897502067,0.6306160053953987
2018-12-19,2019-01-30,minutes,0.18324402500147743,-0.4228624267691897,0.3263528238136802,0.4589325772297212
2019-01-30,2019-03-20,minutes,3.164595203083397,0.042465614016942,3.1485569212540487,0.7204559119674678
2019-03-20,2019-05-01,minutes,0.9078963461094981,0.04229092289184915,0.8940105206118314,0.277412052748916
2019-05-01,2019-06-19,minutes,1.8861095549136777,-0.19144713595225424,1.9481517971509135,0.6785886248644268
2019-06-19,2019-07-31,minutes,0.3518019276918696,0.043848367381992756,0.3374483153545763,0.093251774022073
2019-07-31,2019-09-18,minutes,1.4038984658767497,0.5145736635530971,1.2382500449831984,0.08647828591681207
2019-09-18,2019-10-30,minutes,0.4126614655108159,1.4565968795374944,-0.04982323550159242,-0.9806145123086003
2019-10-30,2019-12-11,minutes,2.893189490387204,4.260097242760794,1.5324339331352306,-1.3235850705510313
2019-12-11,2020-01-29,minutes,0.8160049437920436,0.8775677680950071,0.5381643851347535,-0.40865661204498427
2020-01-29,2020-03-03,minutes,2.4950759000416203,1.5342230563358519,2.038522475927527,-0.2352980324085429
2020-03-15,2020-04-29,minutes,0.8476332264408604,3.9317759556182064,-0.45184622021582443,-2.277573229474039
2020-04-29,2020-06-10,minutes,1.2733039580714325,3.284282470950495,0.14610126738898285,-1.738033872501696
2020-06-10,2020-07-29,minutes,2.981623680941775,3.345082443614365,1.865129857131719,-1.0552072987610523
2020-07-29,2020-09-16,minutes,1.3419753383070803,0.8734311351351299,1.0931653801975019,-0.2548916418660969
2020-09-16,2020-11-05,minutes,2.02244427264053,0.2858182403281209,2.046477764389465,0.376802432113989
2020-11-05,2020-12-16,minutes,1.0233282188630355,1.063156758171939,0.690648215392172,-0.5145910624553399
2020-12-16,2021-01-27,minutes,1.908125062623185,-0.5014631212772187,2.226261583409997,0.9539318625190737
2021-01-27,2021-03-17,minutes,3.236031066047353,-0.4991651047751042,3.623734605377651,1.112668344718794
2021-03-17,2021-04-28,minutes,2.0546143419737075,-1.0837526371419184,2.547540369157717,1.4382432755367798
2021-04-28,2021-06-16,minutes,2.211421672695628,-0.4887491328724035,2.4802895582204934,0.9906107753819261
2021-06-16,2021-07-28,minutes,2.6784694792784727,-0.29053743490619666,2.885024537922158,0.9173350151675996
2021-07-28,2021-09-22,minutes,2.6653895115786317,-0.6828006599639155,2.9874603118545995,1.1801300873713194
2021-09-22,2021-11-03,minutes,2.713942994621097,-0.4821923734159455,2.9496123916088535,1.0528179188321503
2021-11-03,2021-12-15,minutes,0.9533214869711987,-1.0729367655634243,1.3119385174141576,1.3235725656204311
2021-12-15,2022-01-26,minutes,1.7287013826499806,-1.0648971120620894,2.098667734027501,1.374565929099483
2022-01-26,2022-03-16,minutes,1.6452833748459834,-0.26734371652197253,1.7561347906158726,0.742152707189769
2022-03-16,2022-05-04,minutes,0.021293412497555,0.12976540765590844,-0.017890819746699687,-0.12197841598075078
2022-05-04,2022-06-15,minutes,-0.6341765231682261,0.5267917674266462,-0.8048310855646115,-0.9913578339071049
2022-06-15,2022-07-27,minutes,-0.45204834819044304,0.3252781067397514,-0.557883642027507,-0.6216125766254609
2022-07-27,2022-09-21,minutes,0.3280550822024583,1.9228047812406481,-0.2516430129138178,-1.4046253012233807
2022-09-21,2022-11-02,minutes,-0.3336921873899206,1.8928870303695986,-0.9211864283302879,-1.9499511697260477
2022-11-02,2022-12-14,minutes,-0.2722328042818065,1.2751778149706963,-0.6716039319864318,-1.380353359162862
2022-12-14,2023-02-01,minutes,-0.27126889571269536,1.460123852677451,-0.7294805339926099,-1.5320953399397845
2023-02-01,2023-03-22,minutes,0.39630275572719836,1.2499183242636291,0.008453752679572305,-0.8694031512479032
2023-03-22,2023-05-03,minutes,-0.6990602197960556,-0.3197476739710786,-0.6054870492811385,-0.041643938675688885
2023-05-03,2023-06-14,minutes,-0.6348185323294111,0.07235325908737755,-0.6643283360170168,-0.4805957599727129
2023-06-14,2023-07-26,minutes,-0.875921850819717,-0.5162257829339306,-0.7228807156233815,0.10927280763460702
2023-07-26,2023-09-20,minutes,-0.565781607554556,0.6653543594742981,-0.7810909797143863,-1.074181923298416
2023-09-20,2023-11-01,minutes,-0.6245832127172084,-0.9131802016356135,-0.3444580191924847,0.8142778012275368
2023-11-01,2023-12-13,minutes,-0.3153831713469087,-1.1049396559411586,0.028636316099480825,1.1748726564430514
2023-12-13,2024-01-31,minutes,-0.5601680975442245,-1.0972502574155378,-0.22016092197566348,1.1121218150198984
2024-01-31,2024-03-20,minutes,0.2429396315094566,-1.0897195149259133,0.5912870835806258,1.2510276564295644
2024-03-20,2024-05-01,minutes,-0.31390465824740055,-0.4923068208070844,-0.1610803069725896,0.38684850454609526
2024-05-01,2024-06-12,minutes,-0.3128446299122001,-0.29328172485753584,-0.22325386134349576,0.1512676125700349
2024-06-12,2024-07-31,minutes,-0.6224470469158593,-0.6877137839213864,-0.4111360398817369,0.5036763364633641
2024-07-31,2024-09-18,minutes,-0.4330782469298303,-1.2787083755677582,-0.031513538552965806,1.4164822004595086
2024-09-18,2024-11-07,minutes,-1.0555538217569473,-1.4661913628161698,-0.6003977087196315,1.707637174262654
2024-11-07,2024-12-18,minutes,-0.8617058714343597,-1.2553934474227149,-0.4712582731994096,1.3266430288468167
2024-12-18,2025-01-29,minutes,-0.04560887114741911,-1.4423877020794742,0.41935410898994374,1.6759460534334192
2025-01-29,2025-03-19,minutes,-0.170711841305399,-1.0372190030353294,0.16329221818564268,1.1196580983281945
2025-03-19,2025-05-07,minutes,-1.7402179452547106,-0.4429603827947666,-1.6245840313920321,-0.8294285761044131
2025-05-07,2025-06-18,minutes,-1.0954748940077321,0.5407815843639027,-1.2896714725321496,-1.4909611062370918
2025-06-18,2025-07-30,minutes,-0.651683904140412,-1.232895276233553,-0.2651305756193395,1.3288932464449412
2025-07-30,2025-09-17,minutes,-0.5864914379826482,-1.027344011708265,-0.2643089221703252,1.0214402083418643
2025-09-17,2025-10-29,minutes,-1.210428348422909,-1.021259153119741,-0.9010418777743003,0.813601593894183
2025-10-29,2025-12-10,minutes,-0.5139645924414059,0.16375505690286368,-0.5774117899981884,-0.5017457672820536
2025-12-10,2025-12-10,minutes,-0.8254702780070629,-1.2161293837360287,-0.4473920421763902,1.2870386265201106
