date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2016-12-14,2016-12-14,statements,,0.003669724770642202,0.0,0.003669724770642202,0.001834862385321101
2016-12-14,2016-12-14,speech,{'unknown'},0.006517836234485989,0.0017172742174693624,0.004800562017016626,2.27514787536333e-05
2017-02-01,2017-02-01,statements,,0.003929273084479371,0.0,0.003929273084479371,0.0019646365422396855
2017-02-01,2017-03-15,minutes,,0.005142667551426675,0.00041473125414731257,0.004727936297279363,7.05662133922293e-05
2017-02-01,2017-02-01,speech,{'unknown'},0.009271358347333707,0.002240059734926265,0.007031298612407442,3.8007019526526714e-05
2017-03-15,2017-05-03,minutes,,0.005835484232970486,0.0008977668050723825,0.0049377174278981036,8.229529046496839e-05
2017-03-15,2017-03-15,speech,{'unknown'},0.007864780958951363,0.001517764746464298,0.006347016212487065,4.666923685652254e-05
2017-03-15,2017-03-15,press_conferences,,0.008186960404882405,0.0005954153021732659,0.00759154510270914,0.00012867025597812102
2017-03-15,2017-03-15,statements,,0.003766478342749529,0.0,0.003766478342749529,0.0018832391713747645
2017-05-03,2017-05-03,statements,,0.003795066413662239,0.0,0.003795066413662239,0.0018975332068311196
2017-05-03,2017-06-14,minutes,,0.004735409020954185,0.00035515567657156387,0.004380253344382621,0.00010186635684610746
2017-05-03,2017-05-03,speech,{'unknown'},0.007899906055171236,0.002519429498676232,0.005380476556495004,2.2051133428258215e-05
2017-06-14,2017-06-14,press_conferences,,0.00635650527454693,0.0008114687584527996,0.005545036516094131,0.00010462333049234209
2017-06-14,2017-06-14,speech,{'unknown'},0.01278935925310142,0.0028776058319478193,0.0099117534211536,4.045613641287184e-05
2017-06-14,2017-06-14,statements,,0.0035650623885918,0.0,0.0035650623885918,0.0017825311942959
2017-06-14,2017-07-26,minutes,,0.00396873120865905,0.0004810583283223091,0.003487672880336741,9.42614291982903e-05
2017-07-26,2017-07-26,statements,,0.003875968992248062,0.0,0.003875968992248062,0.001937984496124031
2017-07-26,2017-07-26,speech,{'unknown'},0.007058203845140901,0.0021069265209375824,0.004951277324203318,2.84556168057662e-05
2017-07-26,2017-09-20,minutes,,0.004583445672688056,0.0005392289026691831,0.004044216770018873,0.00010642675710575981
2017-09-20,2017-09-20,statements,,0.0055147058823529415,0.0,0.0055147058823529415,0.001838235294117647
2017-09-20,2017-09-20,speech,{'unknown'},0.008145533532446375,0.0027830572902525115,0.005362476242193864,3.33073058521358e-05
2017-09-20,2017-11-01,minutes,,0.0047613517593775405,0.0005806526535826269,0.004180699105794913,9.088476316945464e-05
2017-09-20,2017-09-20,press_conferences,,0.004893564962074872,0.002202104232933692,0.0026914607291411794,4.640449533002033e-05
2017-11-01,2017-12-13,minutes,,0.004415897230028101,0.0008028904054596548,0.0036130068245684463,9.264120062996016e-05
2017-11-01,2017-11-01,statements,,0.0038314176245210726,0.0,0.0038314176245210726,0.0019157088122605363
2017-11-01,2017-11-01,speech,{'unknown'},0.006859879850625102,0.0019077772365643773,0.004952102614060724,2.2926400991021868e-05
2017-12-13,2017-12-13,statements,,0.00404040404040404,0.0,0.00404040404040404,0.00202020202020202
2017-12-13,2017-12-13,press_conferences,,0.007432353965857624,0.0019742190221809313,0.005458134943676692,6.738438202069991e-05
2017-12-13,2017-12-13,speech,{'unknown'},0.008907280123439472,0.0011923130873895357,0.007714967036049937,5.3576159972569e-05
2017-12-13,2018-01-31,minutes,,0.0061074918566775245,0.0006786102062975027,0.0054288816503800215,0.00010857763300760044
2018-01-31,2018-01-31,speech,{'unknown'},0.012569832402234637,0.003840782122905028,0.008729050279329608,0.00018572447402828956
2018-01-31,2018-01-31,statements,,0.004651162790697674,0.0,0.004651162790697674,0.002325581395348837
2018-01-31,2018-03-21,minutes,,0.005859211517535783,0.0005022181300744957,0.005356993387461287,7.048675509817483e-05
2018-03-21,2018-03-21,statements,,0.0043859649122807015,0.0,0.0043859649122807015,0.0021929824561403508
2018-03-21,2018-03-21,press_conferences,,0.005763688760806916,0.0011527377521613833,0.004610951008645533,9.606147934678194e-05
2018-03-21,2018-05-02,minutes,,0.004832251829352478,0.00013806433798149937,0.0046941874913709785,0.0001303940969825272
2018-03-21,2018-03-21,speech,{'unknown'},0.011580301789683004,0.0011697274535033338,0.01041057433617967,9.550985629522633e-05
2018-05-02,2018-05-02,statements,,0.002325581395348837,0.0,0.002325581395348837,0.002325581395348837
2018-05-02,2018-06-13,minutes,,0.005538074260541221,0.0010069225928256765,0.004531151667715544,8.713753207145278e-05
2018-05-02,2018-05-02,speech,{'unknown'},0.00849445324881141,0.0020919175911251983,0.006402535657686213,3.833853687237253e-05
2018-06-13,2018-06-13,speech,{'unknown'},0.009637864401927572,0.0015267904003053582,0.008111074001622216,3.4662709408641946e-05
2018-06-13,2018-08-01,minutes,,0.0047632390025217144,0.000980666853460353,0.003782572149061362,9.225785729417956e-05
2018-06-13,2018-06-13,press_conferences,,0.00590687977762335,0.001389854065323141,0.004517025712300208,7.169882083016204e-05
2018-06-13,2018-06-13,statements,,0.0030303030303030303,0.0,0.0030303030303030303,0.0030303030303030303
2018-08-01,2018-08-01,speech,{'unknown'},0.0077015403080616125,0.0023004600920184036,0.0054010802160432084,5.401080216043209e-05
2018-08-01,2018-08-01,statements,,0.0031446540880503146,0.0,0.0031446540880503146,0.0031446540880503146
